part_id_std,part_id_raw,Item Description,Supplier Name,Supplier PN,PSW,PSW Type,PSW Sub Type,YPN Status,Handling Manual,FAR Status,PPAP Details,psw_ok,has_handling_manual,far_ok
7297177330,7297177330,Connector 4P Mx 150 Black,Molex Europe,334814401,33481-44XX,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7297596930,7297596930,Connector 18P Unknown Black,Yel-Bl,7297-5969-30,,PSW,PPAP LEVEL 4,Common,OK,To Be Requested,OK,False,True,False
7003790402,7003790402,Trmnl Eylt Typ,Royal Die,R9436-L,R9436-L,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7297610040,7297610040,Connector 20P 025+110 Gray,Sews-Ce Ltd. (Distribution),6188-6274,6188-6274,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7297695130,7297695130,Connector 10P Ocs Black,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35102169,35102169,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7297750930,7297750930,Connector 68P Apex+Generation Y+Mx 150 Black,Te Connectivity Emea,0-2386194-1,0-2386194-1,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7297862030,7297862030,Connector 3P Ocs Black,Yna Cps,7297-8620-30,35117224,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7003793502,7003793502,Terminal,Royal Die,R9490-L,R9490-L,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7297970930,7297970930,Connector 10P Other Black,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35447112,35447112,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298138230,7298138230,Connector 1P 312 Black,Yel-Bl,7298-1382-30,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
7298281440,7298281440,Connector 4P Unknown Light Gray,Western Diversified Plastics Llc,4115A-01-002A-001,4115A-01-002A(001),PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298352750,7298352750,Modular Connector 6P Orange,Tti Distribution Center Delphi,35231091,35231091,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298375530,7298375530,Connector 4P Unknown Black,Te Connectivity Emea,0-2298721-1,,,,Deleted,OK,Requested,Requested,False,True,False
7298410430,7298410430,Connector 5P Sld+Yesc Black,Tti Distribution Center Delphi,35199565,35199565,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7298410540,7298410540,Connector 5P Sld+Yesc Gray,Tti Distribution Center Delphi,35199566,35199566,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7298413830,7298413830,Connector 12P Mx 150 Black,Molex,160111-6006,160111-6006,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298459530,7298459530,Connector 8P Get Black,Te Connectivity Solutions Gmbh,1-1411001-1,1-1411001-1,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298470730,7298470730,Connector 3P Mx 150 Black,Molex Europe,334713301,334713301,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7298479230,7298479230,Connector 10P 250+Mx 150 Black,Molex Europe,1600765006,1600765006,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7298484930,7298484930,"Female Assy, Sealed 28 Position, Gf X Trans, Mcon Clean Body-Ford",Te Connectivity Emea,5-2272723-1,5-2272723-1,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7298502130,7298502130,Connector 2P 060 Black,Yna Cps,7298-5021-30,,PSW,PPAP LEVEL 2,Common,OK,OK,OK,False,True,True
7298593130,7298593130,Connector 20P Mx 150 Black,Molex Europe,1601272006,160127-2001_2006,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7298793540,7298793540,Connector 20P 110+Generation Y Gray,Sews-Ce Ltd. (Distribution),6189-8577,,,,Common,To Be Requested,OK,Requested,False,True,True
7298828130,7298828130,Connector 8P Other Black,Aptiv Connection Systems Hungary Kft,35410565,35410565,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298832930,7298832930,Connector 3P Ocs Black,Yna Cps,7298-8329-30,15532355,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7298833530,7298833530,Connector 4P Mx 150 Black,Molex Europe,33472-4038,33472-4038,PSW,PPAP LEVEL 2,Common,Requested,To Be Requested,OK,True,True,False
7298859430,7298859430,Connector 10P Other Black,Western Diversified Plastics (Wdp) America,60015668A01A (001),60015668A01A,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
7298859530,7298859530,Connector 10P Other Black,Yna Cps,7298-8595-30,60015665A01A,PSW,PPAP LEVEL 4,Common,OK,OK,OK,True,True,True
7298995330,7298995330,Connector 40P Get Black,Te Connectivity Emea,5-1924513-7,5-1924513-7,PSW,PPAP LEVEL 2,Common,Requested,OK,OK,True,True,True
7490112302,7490112302,Label 35X90 Pp,Pwl Morocco,PWL7490X12302,,,,Common,Does Not Exist,To Be Requested,OK,False,True,False
45021302130,45021302130,Textile Sleeve 13Mm B,Federal Mogul Europe,TWIST TUBE 2420F 13 BK,TWISTTUBE 2420F 13,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
45021302230,45021302230,Textile Sleeve 25Mm B,Federal Mogul Europe,TWIST TUBE 2420F 25 BK,TWISTTUBE 2420F 25-0x,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
45021302530,45021302530,Textile Sleeve 19Mm B,Federal Mogul Europe,TWIST TUBE 2420F 19 BK,Twisttube 2420F 19,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
45021303330,45021303330,Textile Sleeve 16Mm B,Federal Mogul Europe,TWIST TUBE 2420F 16 BK,2425001603SS,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
45021304430,45021304430,Textile Sleeve 10Mm B,Federal Mogul Europe,TWIST TUBE 2420F 10 BK,Twisttube 2420F 10,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
45027601130,45027601130,Shrink Tube 1.2Mm B,Te Connectivity Emea,5069794007,CGPT-1.20.6-0-SP,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
45052304442,45052304442,"Tube Re1451 10 Si,Reflect Sleeve",Federal Mogul,RE1451 10 SI,45052304442,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
45091601330,45091601330,Sheet 68Mm B,No Supplier Assigned,No Supplier Assigned,,,,Deleted,To Be Requested,To Be Requested,To Be Requested,False,True,False
45095902851,45095902851,Tube Lo2484 12 O,Federal Mogul Europe,LOCATWRAP 2484 12 OR,LOCATWRAP 2484 12 OR,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
45095902951,45095902951,Tube Lo2484 18 O,Federal Mogul Europe,LOCATWRAP 2484 18 OR,LOCATWRAP 2484 18 OR,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
1801L303942,1801L303942,Lt Single Wire 3Xae 0.5 Si,Yel-Bl,1801L3039_JP,,PSW,PPAP LEVEL 4,Common,OK,To Be Requested,OK,False,True,False
180AN503911,180AN503911,Lt Single Wire Flr2Xt4A 0.5 Gy/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7009672102,7009672102,Eyelet Terminal 6.5Mm,Yel-Bl,7009-6721-02,,PSW,PPAP LEVEL 4,Common,OK,To Be Requested,OK,False,True,False
7116410002,7116410002,Terminal Yesc Female 1.5Mm Unsealed,Yel-Bl,7116-4100-02,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN503914,180AN503914,Lt Single Wire Flr2Xt4A 0.5 L/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN503921,180AN503921,Lt Single Wire Flr2Xt4A 0.5 Gy/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN503926,180AN503926,Lt Single Wire Flr2Xt4A 0.5 Gy/Y,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN503949,180AN503949,Lt Single Wire Flr2Xt4A 0.5 W/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN503950,180AN503950,Lt Single Wire Flr2Xt4A 0.5 R,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN503960,180AN503960,Lt Single Wire Flr2Xt4A 0.5 G,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
7116410102,7116410102,Terminal 205 Female 6.35Mm Unsealed,Yel-Bl,7116-4101-02,7116-4101-02  ,PSW,PPAP LEVEL 2,Common,To Be Requested,OK,OK,True,True,True
7116410402,7116410402,Terminal Yesc Female 1.5Mm Unsealed,Yel-Bl,7116-4104-02,7116-4104-02 ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN503970,180AN503970,Lt Single Wire Flr2Xt4A 0.5 Y,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7158316780,7158316780,Single Wire Seal Brown,Yc Purchasing (Yazaki Corp),7158-3167-80,,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,False,True,False
180AN503979,180AN503979,Lt Single Wire Flr2Xt4A 0.5 Y/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN503980,180AN503980,Lt Single Wire Flr2Xt4A 0.5 Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
7490115005,7490115005,Label 40X18 Pe,Pwl Morocco,PWL7490X15005,,,,Common,OK,To Be Requested,OK,False,True,False
180AN5039E1,180AN5039E1,Lt Single Wire Flr2Xt4A 0.5 W/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN5039E3,180AN5039E3,Lt Single Wire Flr2Xt4A 0.5 V/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7490115302,7490115302,Label 40X30 - Pp,A. Lorenz,LABEL 40X30MM,,,,Deleted,Does Not Exist,To Be Requested,OK,False,True,False
180AN504018,180AN504018,Lt Single Wire Flr2Xt4A 0.75 G/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.75,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN504034,180AN504034,Lt Single Wire Flr2Xt4A 0.75 B/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.75,FLR2X-A T4 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN504039,180AN504039,Lt Single Wire Flr2Xt4A 0.75 B/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.75,FLR2X-A T4 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN504049,180AN504049,Lt Single Wire Flr2Xt4A 0.75 W/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.75,FLR2X-A T4 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN5040G1,180AN5040G1,Lt Single Wire Flr2Xt4A 0.75 Y/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.75,FLR2X-A T4 0.75,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN506014,180AN506014,Lt Single Wire Flr2Xt4A 1 L/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.00,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN506030,180AN506030,Lt Single Wire Flr2Xt4A 1 B,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.00,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN506034,180AN506034,Lt Single Wire Flr2Xt4A 1 B/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.00,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7035974930,7035974930,V710 Door Groomet,Orven Kaucuk Mak?Na Yedek Parca Tur?Zm San. Ve T?C. Anon?M S?Rket?,7035-9749-30,7035-9749-30,M,PPAP LEVEL 5,Common,OK,To Be Requested,OK,True,True,False
180AN506039,180AN506039,Lt Single Wire Flr2Xt4A 1 B/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.00,LT Single Wire FLR2XT4A_4B  ,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN5060K2,180AN5060K2,Lt Single Wire Flr2Xt4A 1 Gy/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.00,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN5060W9,180AN5060W9,Lt Single Wire Flr2Xt4A 1 V/Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.00,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN5065W9,180AN5065W9,Lt Single Wire Flr2Xt4A 1.5 V/Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 1.50,"FLR2X-T4_1,50",PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
180AN507034,180AN507034,Lt Single Wire Flr2Xt4A 2.5 B/W,"Coficab Kenitra (Kenitra, Ma)",FLR2X-A T4 2.50,FLR2X-A T4 2.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN5070F8,180AN5070F8,Lt Single Wire Flr2Xt4A 2.5,"Coficab Maroc (Tanger, Ma)",FLR2X-A T4 2.50,FLR2X-A T4 2.50,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN606734,180AN606734,Lt Single Wire Flr2Xt4B 6 B/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 6.00,LT Single Wire FLR2XT4A_4B  ,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
180AN606814,180AN606814,Lt Single Wire Flr2Xt4B 4 L/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN606816,180AN606816,Lt Single Wire Flr2Xt4B 4 B/Gy,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,FLR2X-B T4 4mm,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN503913,180AN503913,Lt Single Wire Flr2Xt4A 0.5 Y/O,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN606834,180AN606834,Lt Single Wire Flr2Xt4B 4 B/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN606866,180AN606866,Lt Single Wire Flr2Xt4B 4 G/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,FLR2X-B T4 4mm,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AN606879,180AN606879,Lt Single Wire Flr2Xt4B 4 Y/L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7039276530,7039276530,Shrink Tube 1.2Mm L:50Mm,Te Connectivity Emea,5069796050,CGPT-1.20.6-0-50MM,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7039283030,7039283030,Shrink Tube 11Mm L:50Mm,Te Connectivity Emea,0021036002,0021036034,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
180AN606898,180AN606898,Lt Single Wire Flr2Xt4B 4 L/Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7039283330,7039283330,Shrink Tube 5.75Mm L:30Mm,Te Connectivity Emea,2525596021,RBK-ILS-125-NR1-0-30MM,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
180AN6068K2,180AN6068K2,Lt Single Wire Flr2Xt4B 4 Gy/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AN6070F8,180AN6070F8,Lt Single Wire Flr2Xt4B 2.5 B/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 2.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
180AW203905,180AW203905,Lt Single Wire A39Ya 0.5 O/Y,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203910,180AW203910,Lt Single Wire A39Ya 0.5 Gy/R,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203911,180AW203911,Lt Single Wire A39Ya 0.5 Gy/L,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AN503964,180AN503964,Lt Single Wire Flr2Xt4A 0.5 G/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7039333030,7039333030,Shrink Tube 1.2Mm L:80Mm,Te Connectivity Emea,5069796052,CGPT-1.20.6-0-SP,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7039333130,7039333130,Shrink Tube 1.2Mm L:95Mm,Te Connectivity Emea,CH35906001,CGPT-1.20.6-0-SP,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
180AN503968,180AN503968,Lt Single Wire Flr2Xt4A 0.5 G/Br,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,LT Single Wire FLR2XT4A_4B,PSW,PPAP LEVEL 2,Common,OK,OK,OK,True,True,True
7039333330,7039333330,Shrink Tube 1.2Mm L:70Mm,Te Connectivity Emea,CV11506001,CGPT-1.20.6-0-SP,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7039333830,7039333830,Shrink Tube 1.2Mm L:60Mm,Te Connectivity Emea,CV04826001,CGPT-1.20.6-0-SP,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
7039345030,7039345030,Shrink Tube 1.2Mm L:55Mm,Te Connectivity Emea,CV11496001,CGPT-1.20.6-0-SP,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
180AW203926,180AW203926,Lt Single Wire A39Ya 0.5 Gy/Y,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AN503976,180AN503976,Lt Single Wire Flr2Xt4A 0.5 Y/G,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN503986,180AN503986,Lt Single Wire Flr2Xt4A 0.5 Br/G,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
7047004030,7047004030,Band Clip 224.15Mm,Yna Cps,7047-0040-30,20065-0,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,True,True,False
180AN503990,180AN503990,Lt Single Wire Flr2Xt4A 0.5 L,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN5039C1,180AN5039C1,Lt Single Wire Flr2Xt4A 0.5 W/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AW203950,180AW203950,Lt Single Wire A39Ya 0.5 R,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7047017430,7047017430,Band Clip 184.5Mm,A. Raymond,164459000,164459000,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7047017530,7047017530,Band Clip 189.2Mm,A. Raymond Czech Republic,164460000,164460000,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7047017730,7047017730,Band Clip 185.4Mm,A. Raymond Czech Republic,164448000,164448000,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
180AW203960,180AW203960,Lt Single Wire A39Ya 0.5 G,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7047025030,7047025030,Cable Tie 200Mm,Hellermanntyton - Germany,118-05040,118-05040,PSW,PPAP LEVEL 3,Common,OK,OK,OK,True,True,True
180AN5039G5,180AN5039G5,Lt Single Wire Flr2Xt4A 0.5 V/Gy,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN5039K2,180AN5039K2,Lt Single Wire Flr2Xt4A 0.5 Gy/V,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-A 0.50,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
180AN606833,180AN606833,Lt Single Wire Flr2Xt4B 4 V/W,"Coficab Maroc (Tanger, Ma)",FLR2X/T4-B 4.00,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7047060630,7047060630,Band Clip 157.5Mm,Hellermanntyton - Germany,126-00086,126-00086,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
7047065640,7047065640,Band Clip 215.5Mm,Hellermanntyton - Germany,157-00130,Hellermann Collective PSW - 62416,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
7047068430,7047068430,Band Clip 219Mm,Hellermanntyton - Germany,157-00534,157-00391,PSW,PPAP LEVEL 3,Common,OK,To Be Requested,OK,True,True,False
180AW203978,180AW203978,Lt Single Wire A39Ya 0.5 Y/Br,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203913,180AW203913,Lt Single Wire A39Ya 0.5 Y/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203914,180AW203914,Lt Single Wire A39Ya 0.5 L/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7047083730,7047083730,Band Clip 215.5Mm,Hellermanntyton - Germany,157-00171,Hellermann Collective PSW - 39538,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
180AW203990,180AW203990,Lt Single Wire A39Ya 0.5 L,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7047085130,7047085130,Band Clip 223.17Mm,Hellermanntyton - Germany,157-00165,,PSW,PPAP LEVEL 1,Common,OK,OK,OK,False,True,True
180AW203992,180AW203992,Lt Single Wire A39Ya 0.5 V,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203915,180AW203915,Lt Single Wire A39Ya 0.5 Y/Gy,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203918,180AW203918,Lt Single Wire A39Ya 0.5 G/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
7047108230,7047108230,Tape Clip,Itw Ef And C France Sas (Prev Trw),3031233810,3031233810,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,True,True,False
180AW203921,180AW203921,Lt Single Wire A39Ya 0.5 Gy/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW2039E1,180AW2039E1,Lt Single Wire A39Ya 0.5 W/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW2039E3,180AW2039E3,Lt Single Wire A39Ya 0.5 V/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW2039F8,180AW2039F8,Lt Single Wire A39Ya 0.5 B/V,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203930,180AW203930,Lt Single Wire A39Ya 0.5 B,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW203933,180AW203933,Lt Single Wire A39Ya 0.5 V/W,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW2039K5,180AW2039K5,Lt Single Wire A39Ya 0.5 Gy/Br,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW2039X7,180AW2039X7,Lt Single Wire A39Ya 0.5 L/Gy,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.50,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW204010,180AW204010,Lt Single Wire A39Ya 0.75 Gy/R,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.75,,PSW,PPAP LEVEL 1,Common,OK,To Be Requested,OK,False,True,False
180AW204014,180AW204014,Lt Single Wire A39Ya 0.75 L/O,"Coficab Kenitra (Kenitra, Ma)",A39Y-3TAD 0.75,,PSW,PPAP LEVEL 2,Common,OK,To Be Requested,OK,False,True,False
