Yazaki PN,BX726_BEV_JOB1+90_YMOK,BX726_BEV_JOB1+90_YRL,BX726_MCA_JOB1+90_YMOK,BX726_MCA_JOB1+90_YRL,BX726_GSR_TT_YMOK,BX726_GSR_TT_YRL,CX482_24MY_YBE,V710_B1_W2_HV_JOB1+90_YBE,V710_JOB1+90_YMO-K,V710_JOB1+90_YOT-G,V710_JOB1+90_YOT-K,V710_JOB1+90_YWTT,V710_B2_J74_JOB1+90_YMOK,V710_B2_J74_JOB1+90_YOT-G,V710_B2_J74_JOB1+90_YOT-K,V710_B2_J74_JOB1+90_YWTT,V710_HV_AWD_TT_YBE,V710_AWD_PP_YMOK,V710_AWD_TT_YOTG,V710_AWD_PP_YOTK,V710_AWD_PP_YWTT,FORD_V769_JOB1+180_HV_YRL,Item Description,Supplier Name,Supplier PN,Original Supplier Name,Original Supplier PN,Customer PN,Document Complete,IsCustomerDrawing,PSW Type,PSW Sub Type,Approved Date,PSW Date OK,PSW,Part Specification,Plant FAR,TDC Remarks,YPN Status,Handling Manual,Customer Engineering Approval,Promised Date,"IMDS STATUS
(Yes, No, N/A)",IMDS REMARKS,FAR Status,FAR Promised date,PPAP Details,BUHIN,R @R OK/NOK,Active Parts,YBE All Projects,YMO-K All Projects,YOT-G All Projects,YOT-K All Projects,YRL All Projects,YWTT All Projects,BX726 BEV,V769,BX726 MCA,BX726 GSR,V710 B1,CX482,V710 B2,V710 ICA AWD BEV,"Not 100% Approved
(Under Deviation)",Parts Under Deviation,part_id_raw,part_id_std,Approved Date_date,Approved Date_year,Approved Date_month,Approved Date_day,Approved Date_qtr,Approved Date_week,PSW Date OK_date,PSW Date OK_year,PSW Date OK_month,PSW Date OK_day,PSW Date OK_qtr,PSW Date OK_week,PSW_date,PSW_year,PSW_month,PSW_day,PSW_qtr,PSW_week,Promised Date_date,Promised Date_year,Promised Date_month,Promised Date_day,Promised Date_qtr,Promised Date_week,FAR Promised date_date,FAR Promised date_year,FAR Promised date_month,FAR Promised date_day,FAR Promised date_qtr,FAR Promised date_week
7158303260,X,X,,D,,X,,,X,X,,X,X,X,,X,,X,,,X,,Cavity Seal / Blind Plug Green,Yel-Bl,7158-3032-60,Woco,029011,,OK,OK,PSW,PPAP LEVEL 1,2019-07-29 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,X,,X,X,X,,,X,X,,X,X,,,7158303260,7158303260,2019-07-29,2019.0,7.0,29.0,3.0,31,,,,,,,,,,,,,,,,,,,,,,,,
7158303670,,,,,,,,,D,X,,X,X,X,,X,,,X,,X,,Single Wire Seal Yellow,Yel-Bl,7158-3036-70,Starlim,WA3387,,OK,OK,PSW,PPAP LEVEL 4,2022-10-18 00:00:00,NOT OK,7158-3036-70,,YBE_9049 ,Part added in BoM on 25-11-2024,Common,To Be Requested,,,Yes,,OK,,OK,M2,OK,X,,X,X,,,X,,,,,X,,X,X,,,7158303670,7158303670,2022-10-18,2022.0,10.0,18.0,4.0,42,,,,,,,,,,,,,,,,,,,,,,,,
7158308150,,D,,,,,,,X,,,X,X,D,,D,,,,,X,,Single Wire Seal Red,Yel-Bl,7158-3081-50,Starlim,7158-3081-50,,OK,OK,PSW,PPAP LEVEL 2,2022-02-16 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,M2,OK,X,,X,,,,X,,,,,X,,X,X,,,7158308150,7158308150,2022-02-16,2022.0,2.0,16.0,1.0,7,,,,,,,,,,,,,,,,,,,,,,,,
7158311040,,,,,,,,,D,,,X,X,D,,D,,X,,,X,,Single Wire Seal Light Gray,Yel-Bl,7158-3110-40,Yna Cps,7158-3110-40,,OK,OK,PSW,PPAP LEVEL 2,2015-11-09 00:00:00,NOT OK,,,,Original Supplier: QSR,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,,,,X,,,,,X,,X,X,,,7158311040,7158311040,2015-11-09,2015.0,11.0,9.0,4.0,46,,,,,,,,,,,,,,,,,,,,,,,,
7158311160,,,,D,,,,,D,X,D,X,X,X,,X,,,,,X,,Single Wire Seal Green,Yel-Bl,7158-3111-60,Rico Elastomere,7158-3111-60,,OK,OK,M,PPAP LEVEL 2,2024-05-27 00:00:00,NOT OK,050-01664,,,,Common,OK,,,Yes,,To Be Requested,,OK,M2,OK,X,,X,X,,,X,,,,,X,,X,X,,,7158311160,7158311160,2024-05-27,2024.0,5.0,27.0,2.0,22,,,,,,,,,,,,,,,,,,,,,,,,
7187282630,,X,,X,,X,,,,,X,,,,D,,,,,X,,,Connector 36P Generation Y Black,Te Connectivity Emea,1924340-1,Te Connectivity,0-1924340-1,,OK,OK,PSW,PPAP LEVEL 1,2019-02-05 00:00:00,NOT OK,,,YRLC_173,,Common,OK,,,Yes,,OK,,OK,P2,,X,,,,X,X,,X,,X,X,X,,,X,,,7187282630,7187282630,2019-02-05,2019.0,2.0,5.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,
7187282730,,X,,X,,X,,,,,X,,,,D,,,,,X,,,Connector 18P Generation Y Black,Te Connectivity Emea,1924341-1,Te Connectivity,0-1924341-1,,OK,OK,PSW,PPAP LEVEL 1,2019-02-08 00:00:00,NOT OK,,,YRLC_181,,Common,OK,,,Yes,,OK,,OK,P2,,X,,,,X,X,,X,,X,X,X,,,X,,,7187282730,7187282730,2019-02-08,2019.0,2.0,8.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,
7158326150,X,,,,,,,,D,,,X,X,D,,D,,,X,,X,,Single Wire Seal Orange,Yna Cps,7158-3261-50,Qsr,X-1039-003,,OK,OK,PSW,PPAP LEVEL 4,2021-01-26 00:00:00,NOT OK,,,,,Common,Requested,,,Yes,,To Be Requested,,OK,P2,,X,,X,X,,,X,X,,,,X,,X,X,,,7158326150,7158326150,2021-01-26,2021.0,1.0,26.0,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,
7158369170,X,,,,,,,,,,,,X,D,,D,,,X,,X,,Single Wire Seal Yellow,Yel-Bl,7158-3691-70,Yna Cps,7158-3691-70,,OK,OK,PSW,PPAP LEVEL 4,2021-08-21 00:00:00,NOT OK,7158369170 F,,,Original Supplier: QSR,Common,To Be Requested,,,Yes,,To Be Requested,,OK,P1,,X,,X,X,,,X,X,,,,,,X,X,,,7158369170,7158369170,2021-08-21,2021.0,8.0,21.0,3.0,33,,,,,,,,,,,,,,,,,,,,,,,,
7158617440,,,,X,,X,,,X,X,,X,X,X,,X,,X,X,,X,,Rear Spacer Holder,Yel-Bl,7158-6174-40,Ycc,7158-6174-40,5M6T-14N003-AA,OK,OK,PSW,PPAP LEVEL 2,2019-02-18 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P (M1a),,X,,X,X,,X,X,,,X,X,X,,X,X,,,7158617440,7158617440,2019-02-18,2019.0,2.0,18.0,1.0,8,,,,,,,,,,,,,,,,,,,,,,,,
7172563880,X,X,,X,,X,,,D,X,,X,X,X,,X,X,X,,,X,,Single Wire Seal Brown,Ycic (32Ac),7172-5638-80 ,Qsr,A0611G,,OK,OK,PSW,PPAP LEVEL 1,2019-08-14 00:00:00,NOT OK,	A-0611G  ,,YRL_H5UT-_10C930-HA,,Common,OK,,,Yes,,OK,,OK,P,,X,X,X,X,,X,X,X,,X,X,X,,X,X,,,7172563880,7172563880,2019-08-14,2019.0,8.0,14.0,3.0,33,,,,,,,,,,,,,,,,,,,,,,,,
7173135330,,,,,,,,,,,,,X,D,,D,,,,,X,,Pota Minival 1 Via,Mta S.P.A.,0300416,Mta,0300416,,OK,OK,PSW,PPAP LEVEL 2,2017-05-29 00:00:00,NOT OK,300416,,,Part added in BoM on 05-06-2024,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7173135330,7173135330,2017-05-29,2017.0,5.0,29.0,2.0,22,,,,,,,2016-04-30,2016.0,4.0,30.0,2.0,17,,,,,,,,,,,,
7173453240,X,D,,D,,,,,D,X,,X,X,X,,X,,,,,X,,Cavity Seal / Blind Plug Light Gray,Yel-Bl,7173-4532-40,Ycc,7173-4532-40,,OK,OK,PSW,PPAP LEVEL 2,2020-06-02 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P (M1a),,X,,X,X,,,X,X,,,,X,,X,X,,,7173453240,7173453240,2020-06-02,2020.0,6.0,2.0,2.0,23,,,,,,,,,,,,,,,,,,,,,,,,
7173453440,,D,,D,,,,,D,X,,X,X,X,,X,,,,,X,,Cavity Seal / Blind Plug Light Gray,Yel-Bl,7173-4534-40,Ycc,7173-4534-40,,OK,OK,PSW,PPAP LEVEL 2,2020-06-02 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P (M1a),,X,,X,X,,,X,,,,,X,,X,X,,,7173453440,7173453440,2020-06-02,2020.0,6.0,2.0,2.0,23,,,,,,,,,,,,,,,,,,,,,,,,
7173543130,,,,,,,,,X,X,,X,X,X,,X,,,,,X,,Cavity Seal / Blind Plug Black,Molex Europe,34345-0003,Molex,34345-0003,,OK,OK,PSW,PPAP LEVEL 2,2023-03-23 00:00:00,NOT OK,343450003,,YMOK22-0182,,Common,OK,,,Yes,,OK,,OK,P2,,X,,X,X,,,X,,,,,X,,X,X,,,7173543130,7173543130,2023-03-23,2023.0,3.0,23.0,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,
7189023230,,,X,,,,,,D,,D,X,D,D,D,X,,,,,X,D,Connector 2P Generation Y Black,Te Connectivity Emea,2138557-1,Te Connectivity,0-2138557-1,,OK,OK,PSW,PPAP LEVEL 1,2019-08-14 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,,,,X,,,X,,X,,X,X,,,7189023230,7189023230,2019-08-14,2019.0,8.0,14.0,3.0,33,,,,,,,,,,,,,,,,,,,,,,,,
7189082830,,,,,,,,,,,X,,,,D,,,,,X,,,Connector 32P Generation Y Black,Te Connectivity Emea,2098216-1,Te Connectivity,0-2098216-1,,OK,OK,PSW,PPAP LEVEL 2,2015-09-28 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,,,X,,,,,,,X,,,X,,,7189082830,7189082830,2015-09-28,2015.0,9.0,28.0,3.0,40,,,,,,,,,,,,,,,,,,,,,,,,
7173636640,,D,,D,,,,,,X,,,X,X,,D,,,,,X,,Cavity Seal / Blind Plug Gray,Molex Europe,34676-0002,Molex,34676-0002 ,,OK,OK,PSW,PPAP LEVEL 3,2021-01-26 00:00:00,NOT OK,34676-0002,,YRLC_273,7173121440 has been replaced by 7173636640,Common,Does Not Exist,,,Yes,,OK,,OK,P,,X,,X,X,,,X,,,,,X,,X,X,,,7173636640,7173636640,2021-01-26,2021.0,1.0,26.0,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,
7173710130,,,,,,,,,,,,,X,D,,D,,,,,X,,Bracket,Altan Plastik,PZ3T-14A390-DKB,Altan Plastik,PZ3T-14A390-DKB,PZ3T-14A390-DKB,OK,OK,M,PPAP LEVEL 3,2023-05-31 00:00:00,NOT OK,PZ3T-14A390-DKB,,YWTT_25-017,Part added in BoM on 05-06-2024,Common,OK,,,Yes,,OK,,OK,M2,,X,,X,,,,X,,,,,,,X,X,,,7173710130,7173710130,2023-05-31,2023.0,5.0,31.0,2.0,22,,,,,,,,,,,,,,,,,,,,,,,,
7174008930,,,,,,,,,,,,,X,D,,D,,,,,X,,Box Cover Black,Te Connectivity Emea,0-1452756-1,Te Connectivity,0-1452756-1,3M5T-14N003-SB,OK,OK,PSW,PPAP LEVEL 1,2019-07-31 00:00:00,NOT OK,0-1452756-1,,,Part added in BoM on 05-06-2024,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7174008930,7174008930,2019-07-31,2019.0,7.0,31.0,3.0,31,,,,,,,,,,,,,,,,,,,,,,,,
7174070230,,,,,,,,,D,X,,X,X,X,,X,,,,,X,,Protective Cover,Te Connectivity,0-2098622-1,Te Connectivity,0-2098622-1,,OK,OK,PSW,PPAP LEVEL 1,2016-02-25 00:00:00,NOT OK,0-2098622-1,,YWTT_24-106,SoC OK,Common,Requested,,,Yes,,OK,,OK,P,,X,,X,X,,,X,,,,,X,,X,X,,,7174070230,7174070230,2016-02-25,2016.0,2.0,25.0,1.0,8,,,,,,,,,,,,,,,,,,,,,,,,
7189531840,,,,,,,,,,,X,,,,X,,,,,X,,,Connector 8P Other Light Gray,Molex Europe,347910081,Molex,34791-0081,,OK,OK,PSW,PPAP LEVEL 2,2021-03-16 00:00:00,NOT OK,34791-0081,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,,,X,,,,,,,X,,X,X,,,7189531840,7189531840,2021-03-16,2021.0,3.0,16.0,1.0,11,,,,,,,,,,,,,,,,,,,,,,,,
7174278030,,,,,,,,,,,,,X,D,,D,,,,,X,,Ford 40 Way Wire Dress Cover,Molex Europe,2028409102,Molex,2028409102,PU5T-14N003-DA,OK,OK,PSW,PPAP LEVEL 2,2024-11-11 00:00:00,OK,2028409102,,YWTT_24-114,Part added in BoM on 05-06-2024,Common,Requested,,,Yes,,OK,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7174278030,7174278030,2024-11-11,2024.0,11.0,11.0,4.0,46,,,,,,,,,,,,,,,,,,,,,,,,
7174278130,,,,,,,,,,,,,X,D,,,,,,,,,Ford 40 Way Wire Dress Cover,Molex Europe,2028409101,Molex,2028409101,PU5T-14N003-BA,OK,OK,PSW,PPAP LEVEL 2,2024-11-08 00:00:00,OK,202840-9101,,YOTG_24-031,Part added in BoM on 19-06-2024,Common,Requested,,,Yes,,OK,,OK,P,,X,,X,,,,,,,,,,,X,,,,7174278130,7174278130,2024-11-08,2024.0,11.0,8.0,4.0,45,,,,,,,,,,,,,,,,,,,,,,,,
7174278230,,,,,,,,,,,,,X,D,,,,,,,,,Ford 80Way Wire Dress Cover,Molex Europe,2028419102,Molex,2028419102,PU5T-14N003-EA,OK,OK,PSW,PPAP LEVEL 2,2024-10-30 00:00:00,OK,202841-9102,,YOTG_24-032,Part added in BoM on 19-06-2024,Common,OK,,,Yes,,OK,,OK,P,,X,,X,,,,,,,,,,,X,,,,7174278230,7174278230,2024-10-30,2024.0,10.0,30.0,4.0,44,,,,,,,,,,,,,,,,,,,,,,,,
7174278330,,,,,,,,,,,,,X,D,,D,,,,,X,,Ford 80Way Wire Dress Cover,Molex Europe,202841-9101,Molex,202841-9101,PU5T-14N003-CA,OK,OK,PSW,PPAP LEVEL 2,2024-11-11 00:00:00,OK,202841-9101,,YWTT_24-107,Part added in BoM on 05-06-2024,Common,Requested,,,Yes,,OK,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7174278330,7174278330,2024-11-11,2024.0,11.0,11.0,4.0,46,,,,,,,,,,,,,,,,,,,,,,,,
7183755830,,,,,,,,,,,,,X,D,,D,,,,,X,,Fuse Holder 2P Black,Mta S.P.A.,0301400/01,Mta,0301400/01,,OK,OK,PSW,PPAP LEVEL 1,2022-03-10 00:00:00,NOT OK,0301400/0x,,,Part added in BoM on 05-06-2024,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7183755830,7183755830,2022-03-10,2022.0,3.0,10.0,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,
7188259530,,,X,,X,X,,,X,,,,X,D,,D,,,,,X,X,Connector 2P Generation Y Black,Te Connectivity Emea,2138558-1,Te Connectivity,0-2138558-1,,OK,OK,PSW,PPAP LEVEL 1,2019-07-31 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,,,X,X,,X,X,X,X,,X,X,,,7188259530,7188259530,2019-07-31,2019.0,7.0,31.0,3.0,31,,,,,,,,,,,,,,,,,,,,,,,,
7189476030,X,,X,,,X,,,X,,,,X,D,,D,,,,X,X,,Connector 4P Mx 150 Black,Molex Europe,347910040,Molex,34791-0040,,OK,OK,PSW,PPAP LEVEL 2,2019-01-24 00:00:00,NOT OK,34791-0040,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,X,X,X,X,,X,X,X,,X,X,,,7189476030,7189476030,2019-01-24,2019.0,1.0,24.0,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,
7196044702,X,,,,,,,,,,,,X,D,,D,,,X,,X,,Terminal 110 Female 2.8Mm Sealed,Yel-Bl,7196-0447-02,Yna Cps,7196-0447-02,,OK,OK,PSW,PPAP LEVEL 4,2018-01-30 00:00:00,NOT OK,,,,Original Supplier: Sumitomo,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,X,,,X,X,,,,,,X,X,,,7196044702,7196044702,2018-01-30,2018.0,1.0,30.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,
7216519802,,X,,X,,X,,,D,,,,X,D,,D,,,,,X,,Terminal Mqs Female 0.64Mm Sealed,Te Connectivity Emea,0-1703032-1,Te Connectivity,0-1703032-1,,OK,OK,PSW,PPAP LEVEL 2,2019-02-04 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,,X,X,X,,X,X,,,X,X,,,7216519802,7216519802,2019-02-04,2019.0,2.0,4.0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,
7216566306,X,,,X,,,,,X,X,D,X,X,X,,X,,,X,D,X,,Terminal Mcon Female 1.2Mm Unsealed,Te Connectivity Emea,1670144-3,Te Connectivity,0-1670144-3,,OK,OK,PSW,PPAP LEVEL 1,2019-09-17 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,X,,X,X,X,,X,,X,,X,X,,,7216566306,7216566306,2019-09-17,2019.0,9.0,17.0,3.0,38,,,,,,,,,,,,,,,,,,,,,,,,
7216791802,,D,,D,,,,,,,,,X,D,,D,,,,,X,,Terminal 205 Female 6.35Mm Unsealed,Tti Distribution Center Delphi,13600463,Aptiv,13600463,,OK,OK,PSW,PPAP LEVEL 2,2019-11-26 00:00:00,NOT OK,13600463,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,,,,X,,,,,,,X,X,,,7216791802,7216791802,2019-11-26,2019.0,11.0,26.0,4.0,48,,,,,,,,,,,,,,,,,,,,,,,,
7219169530,,,,,,,,,D,,,,X,D,,D,,,,,X,,Connector 2P Mqs Black,Te Connectivity Emea,1-1438608-3,Te Connectivity,1-1438608-3,,OK,OK,PSW,PPAP LEVEL 2,2023-03-27 00:00:00,NOT OK,1-1438608-3,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,,,,X,,,,,,,X,X,,,7219169530,7219169530,2023-03-27,2023.0,3.0,27.0,1.0,13,,,,,,,,,,,,,,,,,,,,,,,,
7219182530,,,,,,,,,,,,,X,D,,D,,,,,X,,Connector 2P Mqs Black,Te Connectivity Emea,1-0967644-1,Te Connectivity,1-0967644-1,,OK,OK,PSW,PPAP LEVEL 4,2019-07-29 00:00:00,NOT OK,1-0967644-1,,,,Common,OK,,,Yes,,To Be Requested,,OK,P1,,X,,X,,,,X,,,,,,,X,X,,,7219182530,7219182530,2019-07-29,2019.0,7.0,29.0,3.0,31,,,,,,,,,,,,,,,,,,,,,,,,
7247043030,,,,D,,,,,,,,,X,D,,D,,,,,X,,Band Clip 202Mm,Hellermanntyton - Germany,156-00263,Hellermann,156-00263,,OK,OK,PSW,PPAP LEVEL 2,2024-11-08 00:00:00,OK,156-00263,,YWTT-24_153,Supplier information received from YWTT Material Planning Engineer Alperen Turkan,Common,OK,,,Yes,,OK,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7247043030,7247043030,2024-11-08,2024.0,11.0,8.0,4.0,45,,,,,,,,,,,,,,,,,,,,,,,,
7252725730,,,,,,,,,X,,,,X,D,,D,,,,,X,,Band Clip Assembly 202Mm,Hellermanntyton - Germany,133-01739,Hellermann,133-01739,,OK,OK,PSW,PPAP LEVEL 4,2016-09-08 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,,,X,,,,,X,,X,X,,,7252725730,7252725730,2016-09-08,2016.0,9.0,8.0,3.0,36,,,,,,,,,,,,,,,,,,,,,,,,
7195082402,X,,X,,,,,,D,,X,D,D,,D,D,,,,X,D,,Terminal 110 Male 2.8Mm Unsealed,Sews-Ce Ltd. (Distribution),8230-5258,Sumitomo,8230-5258,EU5T-14421-BA,OK,OK,PSW,PPAP LEVEL 4,2016-03-30 00:00:00,NOT OK,,Comp15004289,,Deleted from YWTT BOM Following ICA AWD PP BOM,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,X,,,X,,X,,X,,,X,,,7195082402,7195082402,2016-03-30,2016.0,3.0,30.0,1.0,13,,,,,,,,,,,,,,,,,,,,,,,,
7252754830,,D,,X,,,,,D,,,X,X,D,,X,,,,,X,,Band Clip Assembly 203Mm,Hellermanntyton - Germany,156-02604,Hellermann,156-02604,,OK,OK,PSW,PPAP LEVEL 2,2019-04-30 00:00:00,NOT OK,,,,,Common,OK,,,Yes,,To Be Requested,,OK,P1 / P2,,X,,X,,,X,X,,,X,,X,,X,X,,,7252754830,7252754830,2019-04-30,2019.0,4.0,30.0,2.0,18,,,,,,,,,,,,,,,,,,,,,,,,
7195151002,,,,,,,,,,,X,,X,D,X,,,,,X,,,Terminal Other Male 1.2Mm Unsealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35091061,Aptiv,35091061,,OK,OK,PSW,PPAP LEVEL 2,2020-01-10 00:00:00,NOT OK,35091061,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,,X,,,,,,,X,,X,X,,,7195151002,7195151002,2020-01-10,2020.0,1.0,10.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,
7195151502,,,X,,,,,,X,X,X,X,X,X,X,X,,,,X,X,,Terminal Other Male 1.2Mm Unsealed,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35091062,Aptiv,35091062,,OK,OK,PSW,PPAP LEVEL 2,2020-01-10 00:00:00,NOT OK,35091062,,,,Common,OK,,,Yes,,To Be Requested,,OK,P2,,X,,X,X,X,,X,,,X,,X,,X,X,,,7195151502,7195151502,2020-01-10,2020.0,1.0,10.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,
7252769130,,,,,,,,,,,,,X,D,,,,,,,,,T50Smvcoc25-31 T50Smvc Cable Tie With Omega Clip 25-31,Tti (3Pl Affiliate),7252-7691-30,Hellermann,156-02527,KU5T-14E047-LA,OK,OK,PSW,PPAP LEVEL 2,2024-04-12 00:00:00,NOT OK,156-02527,,YMOK_23-0259,,Common,OK,,,Yes,,OK,,OK,P,,X,,X,,,,,,,,,,,X,,,,7252769130,7252769130,2024-04-12,2024.0,4.0,12.0,2.0,15,,,,,,,,,,,,,,,,,,,,,,,,
7252769730,,,,,,,,,X,X,,,X,X,,D,,,,,X,,6Mm Stud Mount 25Mm Long With T50R Cable Tie,Hellermanntyton - Germany,156-01571,Hellermann,156-01571,,OK,OK,PSW,PPAP LEVEL 2,2023-05-26 00:00:00,NOT OK,15601571,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,X,,,X,,,,,X,,X,X,,,7252769730,7252769730,2023-05-26,2023.0,5.0,26.0,2.0,21,,,,,,,,,,,,,,,,,,,,,,,,
7252773730,,D,,X,,,,,X,X,,X,X,X,,X,,X,X,,X,,Ret Wire Hrns Other,Hellermanntyton - Germany,156-02798,Hellermann,156-02798,,OK,OK,PSW,PPAP LEVEL 3,2023-05-02 00:00:00,NOT OK,156-02468_156-02798,,YRLC_360,SICR HT22-0014 change SPN duo to location change,Common,OK,,,Yes,,OK,,OK,P1 / P2,,X,,X,X,,X,X,,,X,,X,,X,X,,,7252773730,7252773730,2023-05-02,2023.0,5.0,2.0,2.0,18,,,,,,,,,,,,,,,,,,,,,,,,
7252774730,,,,,,,,,,,,,X,X,,X,,,,,X,,Cable Tie 9Mm,Hellermanntyton - Germany,156-02793,Hellermann,156-02793,HU5T-14E047-AB,PSW not found.,OK,PSW,PPAP LEVEL 4,2025-07-03 00:00:00,OK,,,YWTT_24-188,"Requested PPAP in eQLM on 13-06-2024 / According to Supplier, the Pushing Force values in their tests don't match with the ones in Ford Drawing. Topic escalated internally in Hellermann. On 19-09-2024, Supplier comitted to submit a PSW Coversheet until 20-09-2024, until full PPAP is submitted (Sent Reminder on 08-10-2024 and 12-11-2024) / SoC OK / FAR OK / on 20/05/2025 request sent  to supplier to upload remaining docs for PPAP L2 approval
PSW remain available and approved by YNA team",Common,OK,,,Yes,,OK,,Pending,P,,X,,X,X,,,X,,,,,,,X,X,,,7252774730,7252774730,2025-07-03,2025.0,7.0,3.0,3.0,27,,,,,,,,,,,,,,,,,,,,,,,,
7252803330,,,,,,,,,D,,,,X,D,,D,,,,,X,,Ret Wir Hrns Tie Strap T50Rfts-5Sd,Hellermanntyton - Germany,156-02785,Hellermann,156-02785,BU5T-14E047-HB,OK,OK,PSW,PPAP LEVEL 2,2024-09-19 00:00:00,<3m,156-02785,,YWTT_24-151 ,,Common,OK,,,Yes,,OK,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7252803330,7252803330,2024-09-19,2024.0,9.0,19.0,3.0,38,,,,,,,,,,,,,,,,,,,,,,,,
7252826930,,,,,,,,,,,,,X,,,,,,,,,,Band Clip Assembly 200Mm,Hellermanntyton Gmbh And Co. Kg,156-04181,Hellermann,156-04181,JU5T-14E047-SA,PSW not found.,NOK,,,,Not OK,,,,Part added in BoM on 28-04-2025/06.06.2025 requested created in eQLM/PPAP submitted by supplier on W29-3 samples will be sent to YMOK by supplier for FAR,Added,To Be Requested,,,Not Checked,,Requested,,Requested,P,,X,,X,,,,,,,,,,,X,,,,7252826930,7252826930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7035093330,,,,,,,,,D,,,,X,,,,,,,,,,Front Door Grommet,Elastomer Solutions Maroc Sarl,2993,Elastomer,2993,MU5T-14603-LA,PSW not found.,OK,,,,Not OK,,,YMOK23-0171,"Part added in BoM on 31-05-2024 based on Elcin's request / On 12-09-2024, Taha Morchid informed this part is active for YMO-K/ Meeting set on W27-5 with Supplier and Ford but no one from costumer joined",Common,Requested,,,Yes,,OK,,Pending,M2,OK,X,,X,,,,,,,,,,,X,,X,X,7035093330,7035093330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7277016530,,,,,,,,,,,,,X,,,,,,,,X,,Connector 12P 060 Black,Aptiv Services Deutschland Gmbh - Dcs Trade Goods,35480127,Aptiv,35480127,KU5T-14A624-AFA,OK,OK,PSW,PPAP LEVEL 2,16/07/2025,Not OK,35480127,,YWTT25_061,Part added in BoM on 28-04-2025/ 06.06.2025 reminder sent to supplier/11.06.2025 supplier feedback : PPAP requested from the manufacturer and samples will be sent to YMOK (10 pcs)/PPAP OK submitted on 18.06.2025 pending on FAR/10/07/2025 FAR sent by Sengul,Added,To Be Requested,,,Yes,,OK,,OK,P,,X,,X,,,,X,,,,,,,X,X,,,7277016530,7277016530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196033502,D,D,D,D,,,,,X,,X,,D,,X,,,,,D,,,Terminal Other Female 0.5Mm Unsealed,Molex Europe,5600230448,Molex,560023-0448,,OK,OK,PSW,PPAP LEVEL 1,2019-05-30 00:00:00,NOT OK,560023-0448,,,,Common,OK,,,Yes,,To Be Requested,,OK,P,,X,,X,,X,,,,,,,X,,X,,,,7196033502,7196033502,2019-05-30,2019.0,5.0,30.0,2.0,22,,,,,,,,,,,,,,,,,,,,,,,,
